scorer,,,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025,DLC_Resnet50_silk01Aug2shuffle1_snapshot_025
labeled-data,2025_silk_01_nologo,img422.png,2241.4153,1496.9517,0.012765591,2164.6265,1058.7131,0.019550068,1758.6371,576.2301,0.026914671,1178.2423,826.47406,0.02118293,1186.8301,1468.9597,0.18440552,1188.0515,1467.0281,0.4282733,1156.1821,772.43494,0.012929586,1193.1268,1457.1567,0.3061586,1189.8911,1464.8976,0.41266295,1463.1987,1563.9316,0.014344184,1221.6426,1181.4163,0.11275109,1190.0067,1465.5646,0.24055274,2464.8855,1512.6066,0.038670115,1220.8036,1172.4219,0.1220383,1193.8417,1464.2705,0.42589548,2463.912,1511.0486,0.029918248
labeled-data,2025_silk_01_nologo,img136.png,2494.2844,1426.4862,0.020306895,2674.9685,483.92755,0.031234,1854.6772,559.96265,0.02112927,1417.6455,1052.4567,0.01758284,1073.6001,1493.1523,0.17483868,1072.9313,1492.1201,0.37589055,2238.8582,1577.0292,0.016524399,1077.5206,1481.8484,0.28593412,1074.3989,1489.3649,0.38652143,2250.0193,1588.0503,0.02120425,1154.0024,1204.3438,0.12457632,1072.3369,1490.9877,0.24121462,2244.126,1588.4666,0.05632577,1149.0508,1198.2963,0.15130968,1077.3549,1488.5956,0.42705032,2243.9844,1585.8584,0.041743018
labeled-data,2025_silk_01_nologo,img166.png,1146.1852,913.91046,0.015870133,2658.7092,472.6823,0.026103394,1808.2668,557.4504,0.023147887,1177.5942,986.83923,0.018774906,1111.7139,1473.5165,0.18344125,1110.6694,1473.1025,0.40890816,2285.3018,1565.9332,0.014414718,1115.9238,1464.3737,0.26771203,1112.8173,1470.5403,0.3907712,2291.6736,1572.7198,0.019627957,1174.5988,1186.8734,0.14649098,1110.3125,1472.3047,0.22966488,1633.8827,1583.4626,0.048087195,1173.282,1184.1705,0.15630482,1115.2748,1469.5359,0.3991243,2283.7915,1572.5605,0.041256722
labeled-data,2025_silk_01_nologo,img348.png,1278.7109,1278.8033,0.03523578,1142.207,1158.3223,0.025420642,1683.2079,562.4275,0.025350345,1798.3159,568.3906,0.017907228,1816.3674,1477.7086,0.15945232,1815.92,1476.1854,0.37676403,1446.9979,1573.5763,0.021567006,1821.958,1467.8455,0.27331832,1818.1974,1474.5085,0.38412684,1448.1511,1574.7539,0.028152447,1291.7217,1204.6938,0.14119771,1817.9983,1475.9205,0.23683827,1441.9375,1574.6925,0.059532523,1109.1588,1155.931,0.1619482,1821.7609,1473.6792,0.39567715,1439.6625,1573.1787,0.048734933
labeled-data,2025_silk_01_nologo,img003.png,1688.4398,1538.3375,0.029373871,2628.4487,403.58963,0.029120212,1630.6924,542.9923,0.022875838,1718.9998,546.85535,0.017624564,1049.5271,1475.1003,0.16548151,1048.9926,1474.109,0.37664545,2203.7183,1546.207,0.0145304445,1054.2858,1465.7488,0.25582656,1051.0176,1472.1936,0.3745772,2583.9224,1474.3474,0.016544499,1128.7533,1191.982,0.1314882,1051.1086,1473.8232,0.22647871,2576.968,1474.5587,0.04903664,1127.4639,1185.742,0.17898922,1054.6128,1471.7141,0.38496417,2576.577,1474.2461,0.037280634
labeled-data,2025_silk_01_nologo,img385.png,2309.197,1503.8544,0.02139542,2614.5898,482.07843,0.023563363,1727.299,562.73737,0.023209719,1097.9591,970.29645,0.016205477,1708.2462,1458.4729,0.17530736,1708.425,1453.5892,0.38555816,2410.618,1560.4584,0.01826836,1714.496,1445.6208,0.28807384,1710.2167,1452.375,0.38792416,2411.7285,1562.6512,0.020220945,1230.7059,1185.7845,0.10070626,1710.3691,1453.4929,0.23552933,2603.8528,1503.7733,0.048295584,1226.7947,1181.2657,0.114005655,1714.5468,1451.3959,0.42036232,2602.9724,1503.517,0.04090525
labeled-data,2025_silk_01_nologo,img091.png,2447.0703,1171.2003,0.028276771,2656.0789,437.7256,0.025377378,1776.0597,558.9343,0.02619139,1747.8851,550.80774,0.020741072,1776.0984,1470.6736,0.17856784,1777.2511,1468.425,0.42167422,2638.3667,1487.6757,0.01572847,1782.1395,1458.4945,0.30743036,1778.935,1466.201,0.41505003,2508.983,1568.297,0.015654543,1206.6538,1139.7472,0.13197063,1778.8453,1467.2086,0.24727324,2506.0854,1570.3522,0.052514553,1205.1643,1135.0798,0.14746264,1782.931,1465.301,0.43291882,2634.911,1487.8093,0.041007947
labeled-data,2025_silk_01_nologo,img029.png,2463.7751,1378.7092,0.032262474,2593.4688,380.0151,0.023323862,1173.6427,842.8016,0.023913138,1177.8801,858.6763,0.02235793,1201.9229,1473.3055,0.1690105,1201.1116,1472.7422,0.3548823,1156.7174,821.2556,0.015046054,1206.8793,1464.1549,0.26088807,1202.5511,1470.2897,0.35284734,2642.3699,1482.1406,0.01603668,1304.3423,1166.8817,0.09270229,1200.8711,1471.9891,0.22032586,2358.6733,1535.9731,0.045210063,1292.8618,1155.3127,0.10817181,1205.6945,1469.4575,0.3877411,2636.5012,1478.1298,0.03421812
labeled-data,2025_silk_01_nologo,img107.png,2286.0972,1040.2711,0.015665013,2690.57,477.53168,0.026603192,1660.889,560.39233,0.025142955,1654.2351,555.1864,0.013118803,998.4203,1473.4232,0.19853906,999.4939,1470.2721,0.45759246,2339.5403,1491.2964,0.013386688,1003.6999,1462.212,0.2944235,1001.85394,1467.7344,0.42908472,2342.501,1491.6854,0.018689329,1127.2748,1201.7655,0.12593275,1001.44745,1468.9122,0.24185245,2335.6755,1491.5537,0.04907775,1126.2725,1198.0028,0.14692488,1005.1221,1466.789,0.42217833,2335.1692,1491.6382,0.040209215
labeled-data,2025_silk_01_nologo,img324.png,1423.187,1446.8927,0.03256628,2457.186,659.4811,0.020579524,1472.5139,486.95825,0.02493259,1476.037,483.97958,0.020591427,1185.4734,1502.2695,0.18583553,1186.932,1500.6193,0.43021333,2387.6025,1569.7152,0.016641943,1191.2267,1490.5969,0.30816767,1188.4972,1498.2881,0.41927013,2392.1658,1571.5582,0.02359473,1332.831,1189.7621,0.1169366,1188.7302,1498.9375,0.24687795,2385.9485,1572.0074,0.056141797,1211.403,1187.3247,0.16976936,1192.4271,1497.5955,0.43895975,2383.4653,1570.3845,0.044368733
labeled-data,2025_silk_01_nologo,img285.png,2543.4172,1576.7336,0.018694188,2656.621,453.6314,0.020421738,1174.4781,905.14734,0.023306217,1162.1324,874.3615,0.022598391,1814.514,1491.6854,0.17239514,1815.0865,1488.9764,0.3925127,1415.1583,1580.5946,0.016522184,1820.0454,1479.7054,0.2540685,1817.0376,1486.6813,0.3719595,2553.1086,1578.9088,0.017086152,1160.4235,1153.5426,0.15783,1815.5117,1487.8585,0.20891432,1412.3787,1587.1986,0.043088555,1159.1998,1148.5769,0.16970775,1820.2339,1485.5101,0.3699556,2701.2302,1424.4829,0.034709204
labeled-data,2025_silk_01_nologo,img055.png,1791.6764,1467.3634,0.018342137,2644.6936,445.03207,0.023338199,1457.4098,504.6521,0.02462244,1129.9935,938.0845,0.022180159,1806.2965,1466.8983,0.15042084,1807.0344,1464.3423,0.34326494,1433.8539,1589.8627,0.014945651,1811.5085,1454.2677,0.29106238,1808.5577,1461.7759,0.35379332,1434.9714,1590.8732,0.020615906,1154.7642,1156.3912,0.14791271,1806.3329,1462.9833,0.23257193,1429.6064,1591.5004,0.05114131,1287.1373,1202.1323,0.17439848,1811.2019,1460.7646,0.39963713,1428.6406,1588.825,0.040315073
labeled-data,2025_silk_01_nologo,img257.png,1144.858,929.8754,0.026593795,2646.297,413.45746,0.023317061,1742.8916,543.55597,0.023701955,1177.5172,986.95325,0.024699591,1762.4331,1470.4874,0.16945189,1763.4305,1467.1631,0.40309873,2454.533,1599.816,0.014473422,1769.3048,1458.2332,0.2808083,1765.2809,1465.5089,0.3887986,2458.7236,1599.5411,0.015592759,1239.5165,1200.334,0.117236234,1765.283,1466.4974,0.22602515,2452.7964,1600.6716,0.05190718,1237.7633,1192.4141,0.14757106,1769.232,1464.7944,0.3970789,2453.895,1598.5083,0.039467454
labeled-data,2025_silk_01_nologo,img278.png,1919.2819,1498.0065,0.02380157,1098.868,1191.1549,0.021878019,1687.2001,564.3317,0.031122565,1680.0863,560.5444,0.013890613,1934.8558,1496.0754,0.16787118,1934.0797,1494.7883,0.38578317,1695.5664,550.6802,0.014742963,1938.1184,1485.3076,0.30129182,1936.3453,1491.3749,0.38566568,2447.8713,1568.5078,0.014685314,1355.5007,1236.7589,0.12505442,1933.2085,1494.4629,0.24696177,1560.455,1587.181,0.0447029,1070.1576,1186.3003,0.16037214,1937.8997,1492.3046,0.41970465,1691.6885,550.8503,0.039260942
labeled-data,2025_silk_01_nologo,img149.png,1343.0984,1299.7285,0.037494235,2678.942,530.1532,0.03021769,1647.1777,564.69415,0.026520226,1671.0632,564.43134,0.024648178,1898.3612,1490.131,0.17925392,1899.7148,1486.615,0.37696368,2085.4275,1507.467,0.014843347,1903.8245,1477.609,0.26838052,1901.6033,1483.6495,0.36940894,2086.2302,1510.2822,0.01684921,1350.6476,1233.4143,0.1661162,1902.2285,1485.1104,0.22563398,1544.3955,1583.6023,0.047914926,1350.9462,1230.3424,0.1633768,1904.5638,1483.6392,0.38021785,1544.8273,1583.4818,0.03742383
labeled-data,2025_silk_01_nologo,img398.png,1490.1892,1285.7676,0.027423052,1141.3893,1187.5869,0.028116912,1635.085,561.4011,0.02237592,1685.105,560.8648,0.012934372,995.16925,1474.2162,0.18850544,994.1162,1473.4727,0.4151333,2143.501,1559.9901,0.015982725,1000.12244,1464.4474,0.2826113,996.0882,1470.8176,0.41253158,1053.7083,1578.195,0.018008858,1111.1898,1194.5245,0.12478065,993.93616,1472.8147,0.2502847,2496.7632,1504.052,0.045998383,1109.7716,1187.5616,0.17170036,999.04706,1469.8734,0.44101247,2140.986,1561.3696,0.03556564
labeled-data,2025_silk_01_nologo,img079.png,1965.5092,1481.3795,0.034602176,1109.9594,1189.455,0.027994111,1745.4014,562.3653,0.025058128,1749.4045,559.37946,0.015376084,1979.2219,1487.1038,0.16756882,951.6546,1476.8918,0.36874506,1609.9178,1560.5034,0.01273062,1983.9633,1474.8964,0.27111506,1982.679,1480.7238,0.35805476,3368.5652,1069.6534,0.0154199535,1082.0502,1191.4656,0.14211935,1982.8359,1482.069,0.22971849,2693.9192,1412.7828,0.04140288,1080.5948,1184.9194,0.18248314,1985.2179,1482.4895,0.38091242,1606.0188,1559.7972,0.028541252
labeled-data,2025_silk_01_nologo,img114.png,1127.8901,800.36566,0.026723832,2693.6106,503.39166,0.028373921,1698.7521,578.2877,0.027744124,1700.1956,575.70984,0.018813502,1953.8789,1480.2585,0.16923328,1951.5985,1478.4222,0.38068494,1609.6608,1587.3683,0.012752671,1957.145,1469.1,0.3150857,1954.5205,1476.7843,0.39993858,1610.8633,1588.2025,0.018783065,1077.3851,1189.6718,0.13005269,1952.015,1477.8944,0.2553744,1605.0671,1588.5173,0.052080963,1075.7096,1185.4612,0.15592681,1956.9774,1475.8109,0.44394222,2024.1564,1572.4688,0.039838906
labeled-data,2025_silk_01_nologo,img233.png,2253.0676,1072.3563,0.019161701,2706.3484,489.54855,0.026366228,1744.7756,546.5361,0.026499387,1146.0972,858.9535,0.019841168,1079.6373,1478.5101,0.18035804,1078.5144,1478.0682,0.41832238,2298.9458,1582.2305,0.01722818,1083.8877,1467.6859,0.29412815,1080.8099,1475.335,0.41476545,2300.6729,1584.4338,0.019060025,1172.7146,1190.1478,0.13752387,1077.7021,1476.6948,0.24495949,2296.5989,1585.6459,0.053006876,1171.3165,1186.4543,0.1631168,1083.0011,1474.0338,0.4298507,2296.9846,1582.7778,0.03764622
labeled-data,2025_silk_01_nologo,img201.png,1489.5443,1279.5344,0.028552262,2691.4253,476.78714,0.029714735,1774.9945,548.8075,0.022974852,1799.0483,547.06744,0.016142901,1078.5952,1492.4795,0.17882341,1079.3995,1488.7037,0.40135452,2264.2073,1588.8958,0.016832441,1084.0896,1479.8629,0.26289067,1081.5076,1486.1394,0.38002652,2265.4426,1590.3663,0.022988198,1160.3678,1194.8263,0.12022994,1079.2107,1487.8988,0.22502665,2259.6345,1589.9924,0.056459524,1157.9995,1187.5934,0.16959745,1083.9967,1485.2133,0.38610166,2259.1824,1587.3971,0.04290255
labeled-data,2025_silk_01_nologo,img307.png,2793.0361,867.3611,0.029292561,2692.6658,541.20233,0.023384655,1743.9364,560.85455,0.02441285,1130.3542,858.1719,0.021875173,950.7167,1458.9576,0.17370011,949.8413,1456.5112,0.37270847,1123.608,852.2701,0.014214018,2013.1417,1469.1218,0.27803466,2009.9069,1475.7393,0.36388725,1647.3196,1611.835,0.020811038,1091.419,1183.3037,0.14154533,2009.7317,1476.9034,0.22855449,2482.9038,1473.2853,0.051594216,1090.1614,1180.0631,0.1508927,2013.2024,1475.1354,0.3820523,2482.3965,1473.0027,0.03304688
labeled-data,2025_silk_01_nologo,img359.png,2253.75,1056.0939,0.020055782,2450.245,698.4607,0.022746773,1759.6091,557.92175,0.023617124,2329.4146,1210.6927,0.015799142,1137.0931,1476.018,0.17901677,1136.4318,1474.7986,0.38267082,2509.6953,1504.2622,0.015960734,1141.3817,1464.6403,0.27585703,1137.8048,1472.3611,0.38264668,1519.6584,1578.0037,0.018138254,1334.4694,1183.6487,0.120584436,1135.9191,1473.9956,0.23893362,2262.324,1568.8688,0.05153822,1177.63,1173.65,0.1472925,1140.9642,1471.4633,0.4226093,2506.2615,1504.4023,0.043368567
labeled-data,2025_silk_01_nologo,img316.png,2498.5354,1363.3472,0.029525183,2658.3528,465.89816,0.019479355,1727.6553,560.2051,0.026206821,1130.1863,938.2156,0.030250521,1834.7687,1471.7881,0.18556726,1836.2706,1467.842,0.39663118,1447.387,1607.7855,0.017374165,1839.8186,1458.6536,0.30413574,1838.3213,1464.5553,0.39082527,1448.828,1608.6534,0.023513684,1156.5226,1155.5592,0.17361347,1836.944,1466.8445,0.2512358,1442.6395,1607.905,0.053664982,1154.9948,1151.6185,0.17848809,1840.7988,1465.6212,0.4262302,1440.3003,1608.0426,0.04252291
labeled-data,2025_silk_01_nologo,img439.png,1490.0317,1520.9999,0.029759094,2679.5862,525.39746,0.026498284,1662.6864,578.3674,0.023539128,1157.8186,873.9142,0.013770895,1942.3896,1463.0385,0.1597788,1941.1327,1463.4452,0.37160695,1610.7898,1566.1031,0.012686252,1945.816,1453.1118,0.27671582,1943.294,1460.2632,0.375095,2005.3048,1540.5602,0.014389234,1083.6407,1181.4534,0.098059155,1940.4486,1461.3425,0.22729163,1608.3146,1570.0868,0.050067727,1371.6748,1240.0093,0.12744933,1945.5272,1459.3138,0.3981021,1608.4596,1567.5845,0.036113873
labeled-data,2025_silk_01_nologo,img221.png,1213.1122,1233.2568,0.018182496,2688.0037,466.68814,0.021288624,1762.3146,549.8645,0.024249636,1815.5768,553.0647,0.019227784,1813.425,1486.7117,0.17871605,1816.4192,1483.8021,0.39807943,2560.7715,1491.4485,0.014627538,1820.5902,1474.8378,0.29674408,1816.9835,1480.6827,0.38666672,1402.0315,1581.2042,0.016975697,1221.5071,1146.9027,0.08718105,1817.8326,1481.7294,0.24103157,2557.162,1582.4258,0.050022952,1213.0923,1136.0659,0.13125998,1820.6985,1480.2854,0.40171683,2556.2158,1582.0591,0.03941118
labeled-data,2025_silk_01_nologo,img168.png,1602.7412,1480.4677,0.020728933,2663.3315,483.2354,0.026076611,1458.1729,510.92163,0.022425948,1177.8019,986.9785,0.022601267,1072.1024,1475.3702,0.17353621,1071.1359,1473.4427,0.36716396,2248.808,1568.8582,0.020721937,1077.3516,1465.9125,0.26036644,1073.0685,1471.2728,0.3623288,2252.4443,1572.3693,0.019932901,1157.7404,1187.5547,0.14498754,1071.487,1473.0864,0.223592,2246.7642,1572.5392,0.058781564,1156.3918,1184.3809,0.16181555,1076.3845,1470.2787,0.39682624,2246.6418,1569.587,0.04562084
labeled-data,2025_silk_01_nologo,img240.png,2285.8767,1026.317,0.02970248,2722.1091,522.95325,0.022929613,1733.0673,561.5556,0.02764992,1130.322,923.08527,0.024656268,970.2244,1475.4626,0.1796169,970.7999,1471.6995,0.37489915,1169.7478,1012.82574,0.014451758,976.2775,1463.3981,0.28270224,972.1867,1470.0073,0.37272668,2153.3027,1587.6948,0.02148241,1420.129,1272.7892,0.08909154,972.50916,1471.2716,0.22961932,2146.4595,1587.6926,0.05537677,1419.423,1267.7864,0.13518263,976.63763,1469.1439,0.41090384,2144.8687,1586.903,0.038231213
